0	49.6108	6.05063
1	49.6077	6.07009
2	49.5876	6.14322
3	49.5941	6.1539
4	49.5753	6.15604
5	49.5858	6.16563
6	49.6083	6.09037
7	49.6162	6.10361
8	49.6239	6.113
9	49.6007	6.11683
10	49.611	6.11921
11	49.6179	6.12337
12	49.5991	6.12461
13	49.6251	6.12605
14	49.6133	6.12721
15	49.6034	6.1279
16	49.5804	6.12894
17	49.6118	6.13092
18	49.5949	6.13106
19	49.6002	6.13217
20	49.6045	6.13387
21	49.5972	6.13415
22	49.6228	6.13457
23	49.6019	6.13504
24	49.6184	6.14397
25	49.6107	6.14632
26	49.6193	6.16293
27	49.6322	6.16535
28	49.632	6.16911
29	49.6361	6.17296
30	49.631	6.17628
31	49.6405	6.0478
32	49.6335	6.20954
33	49.5448	6.12066
34	49.6174	6.22971
35	49.6242	6.05257
36	49.5893	6.1536
37	49.5463	6.17384
