0	1492.1710265251459	7139.450638527051
1	2884.310650350817	6739.898362071253
2	8081.8694962413865	4302.345360684209
3	8880.999446399976	4995.583071687259
4	8956.585596129007	2900.021306697279
5	9693.765315953002	4040.9774552639574
6	4351.78912476456	6749.685636194423
7	5341.992076640308	7590.867881071754
8	6053.029849687009	8420.665534330532
9	6230.669761522848	5831.260676609352
10	6446.489601869776	6969.5605676062405
11	6776.31818445836	7725.019962761551
12	6785.92811847938	5631.88518595323
13	7000.471389925689	8517.930215800181
14	7034.0943249735865	7203.0999901257455
15	7041.881559856411	6100.76363812387
16	7019.382565619482	3541.3401659633964
17	7295.687263581378	7026.132244029082
18	7234.1038036357495	5147.231907959096
19	7336.778368810832	5733.291468182579
20	7477.819084770512	6206.572780934162
21	7467.111509346985	5394.372223624028
22	7605.93779024086	8238.779581099749
23	7551.323836995813	5914.34841708187
24	8266.141841106757	7723.856999381445
25	8403.357620962488	6861.515908261761
26	9639.180501949682	7772.034544526599
27	9868.035518714401	9199.346536568366
28	10138.663072469237	9166.881113521755
29	10433.77439901681	9612.15468710661
30	10652.149316757394	9036.247077666223
31	1417.465907255828	10448.740682003088
32	13063.847855016298	9224.429118987173
33	6269.467655669607	-392.85834977496415
34	14454.084663019341	7380.9256480988115
35	1690.7115968544385	8623.412708808668
36	8839.123639357684	4462.860305545852
37	10122.09863595455	-371.97026650141925
